,title,author,pub_date,genre,book_summary
5994,Tyrannosaur Canyon,Douglas Preston,2005-01-01,Thriller,"Tyrannosaur Canyon Douglas Preston Thriller  The novel opens with a lunar find by the Apollo 17 astronauts, which is suppressed. Tom Broadbent (who first appeared in Preston's novel The Codex) is riding in the New Mexico desert when he hears gunshots coming from Tyrannosaur Canyon (a fictional canyon east of the Rio Chama Gorge, on Mesa Viejo, and north of the Monastery of Christ in the Desert). Following the sound, he comes upon an old prospector who has been shot by a sniper. He gives Tom a notebook just before he dies, and Tom rides"
7809,The Stones of Summer,Dow Mossman,1972-01-01,Fiction,"The Stones of Summer Dow Mossman Fiction  The Stones of Summer follows the life of Dawes Oldham Williams (D.O.W.) from childhood to teenage years in Cedar Rapids, Iowa, and finally adulthood. The book is divided into three sections. Section 1 describes Williams' experiences in grade school and on a vacation to his grandfather's farm in Dawes City, Iowa, a depressed town built by Williams' once-prosperous and now ruined ancestors. In school, Dawes takes interest mostly in disorderly behavior; he idolizes and befriends the profane and"
6232,King Dork,Dr. Frank,2006-04-11,Young adult literature,"King Dork Dr. Frank Young adult literature  Outcast Tom Henderson begins his sophomore year of high school in as quiet way as possible but is set upon by the school’s many bullies and administration. Through a series of chance circumstances he soon finds himself investigating his father’s death, trying to put together a decent rock band with his only friend, searching out the identity of a mystery girl he met and made out with at a party, struggling to keep out of the way of the school’s psychotic “normal” kids bent on cruelly punishing"
3425,Thidwick the Big-Hearted Moose,Dr. Seuss,1948-01-01,Children's literature,"Thidwick the Big-Hearted Moose Dr. Seuss Children's literature  Thidwick, a moose in a herd numbering approximately 60 who subsist mainly on moose-moss and live on the northern shore of Lake Winna-Bango, grants a small bug's request to ride on his antlers free of charge. The bug takes advantage of the moose's kindness and settles in as a permanent resident, inviting various other animals to live on and in the moose's antlers. The moose acquiesces to the unexpected living arraingements, considering the animals 'guests' even though he never told them"
4231,Bartholomew and the Oobleck,Dr. Seuss,1949-01-01,Children's literature,"Bartholomew and the Oobleck Dr. Seuss Children's literature  The book opens with an explanation about how people in the Kingdom of Didd still talk about ""The year the King got angry with the sky,"" and how Bartholomew Cubbins, King Derwin of Didd's page boy, saved the Kingdom. Throughout the year, Bartholomew sees the king getting angry at rain in spring, sun in summer, fog in autumn, and snow in winter. The king explains he's angry because he wants something new to come down from the sky, but when Bartholomew points out that ""even kings can't rule the"
4232,I Had Trouble in Getting to Solla Sollew,Dr. Seuss,1965-01-01,Children's literature,"I Had Trouble in Getting to Solla Sollew Dr. Seuss Children's literature  As the story opens, the young protagonist (resembling a cat or dog) lives a happy and carefree life in the Valley of Vung, but one day, all that changes when he goes out for a stroll to look at daisies and hurts himself by tripping over a rock, which sets off the troubles he will soon face. The protagonist vows to be more careful, but a green necked Quilligan Quail bites his tail from behind (""I learned there are troubles of more than one kind; Some come from ahead and some come from behind"")."
989,Horton Hears a Who!,Dr. Seuss,1954-08-01,Children's literature,"Horton Hears a Who! Dr. Seuss Children's literature  In the Jungle of Nool, a jungle environment populated by anthropomorphic fauna, an elephant named Horton encounters a clover inhabited by a society of tiny beings known as the ""Whos"" of microscopic size. After conversing with the mayor of Whoville, Horton decides to dedicate all of his time to tending to the needs of the Whos and guarding them from the hazards of the much larger world. However, the Sour Kangaroo, doubting Horton's stories of the Whos, encourages all of the other animals that"
4710,The Lorax,Dr. Seuss,1971-08-12,Children's literature,"The Lorax Dr. Seuss Children's literature  A young boy living in a polluted town visits a strange reclusive man called the Once-ler ""on the far end of town where the Grickle-grass grows... in the Street of the Lifted Lorax"", who never appears in full onscreen; only his limbs are shown. The boy pays the Once-ler fifteen cents, a nail, and the shell of a great-great-great grandfather snail to explain why the area is in such a run-down state. The Once-ler explains to the boy (shown in flashback) that he arrived in a beautiful, pristine"
2590,The Butter Battle Book,Dr. Seuss,1984-01-01,Children's literature,"The Butter Battle Book Dr. Seuss Children's literature  The Butter Battle Book tells the story of a land where two hostile cultures, the Yooks and the Zooks, live on opposite sides of a long curving wall, fairly similar to the Berlin Wall. The Yooks wear blue clothes; the Zooks wear orange. The main dispute between the two cultures is that the Yooks eat their bread with the butter-side up, while the Zooks eat their bread with the butter-side down. The conflict between the two sides leads to an escalating arms race, each competing to make bigger and"
14091,How the Grinch Stole Christmas!,Dr. Seuss,1957-11-24,Children's literature,"How the Grinch Stole Christmas! Dr. Seuss Children's literature  The Grinch, a bitter, grouchy, cave-dwelling creature with a heart ""two sizes too small"", lives on snowy Mount Crumpit, a steep, high mountain just north of Whoville, home of the merry and warm-hearted Whos. His only companion is his faithful dog, Max. From his perch high atop Mount Crumpit, the Grinch can hear the noisy Christmas festivities that take place in Whoville. Annoyed and unable to understand the Whos' happiness, he makes plans to descend on the town and deprive them of their"
3210,"Oh, the Places You'll Go!",Dr. Seuss,1990-01-22,Children's literature,"Oh, the Places You'll Go! Dr. Seuss Children's literature  The story begins with the narrator, relating the decision of the unnamed protagonist (who represents the reader) to leave town. The protagonist travels through several geometrical and polychromatic landscapes and places, eventually encountering a place simply called ""The Waiting Place"", which is ominously addressed as being a place where everyone is always waiting for something to happen. It is implied that time does not pass in the Waiting Place. As the protagonist continues to explore,"
15139,The Dark Abode,Dr.Sarojini Sahoo,2008-01-01,Novel,"The Dark Abode Dr.Sarojini Sahoo Novel  The novel begins with questioning the mere physicality of the man-woman relationship but then transports the reader into the higher planes of platonic love. The central character of the novel is Kuki, a Hindu woman from India who falls (and then rises) in love with a Muslim artist from Pakistan . The unusualness of the socio-cultural background of these two characters is delicately portrayed by Sahoo in a sensitive and convincing manner. Readers become familiar with the two sets of roles that"
12064,Mass Effect: Ascension,Drew Karpyshyn,2008-07-29,Science Fiction,"Mass Effect: Ascension Drew Karpyshyn Science Fiction  The novel takes place shortly after the attack of the Reaper Sovereign and his allies Saren and the Geth. The Illusive Man, the leader of the rogue, xenophobic organization called Cerberus, watches on as he plots Cerberus' next move. One of his long-serving subordinates, Paul Grayson, is a troubled drug addict who was assigned with raising an infant girl with huge biotic potential, Gillian. The autistic girl is now a member of the Ascension Project, initiative aimed at developing biotic"
8623,Mass Effect: Revelation,Drew Karpyshyn,2007-05-01,Science Fiction,"Mass Effect: Revelation Drew Karpyshyn Science Fiction  The book serves to fill in much of the background details of the game, such as locations and the internal politics of the Council's races, as well as characters. A considerable amount of the plot revolves around the galaxy's views on Artificial intelligence, as this appears to be a major plot point in the game. The book tells of a young Alliance lieutenant David Anderson and his efforts to find a survivor of an attack on a top-secret Alliance base, lieutenant Kahlee Sanders. As the book"
12790,Ramage,Dudley Pope,1965-01-01,Historical novel,"Ramage Dudley Pope Historical novel  Nicholas Lord Ramage is the third lieutenant on His Majesty's ship Sibella, but assumes command when the Captain, and the First and Second Lieutenants are killed by fire from a French ship. The French ship had fatally crippled the Sibella and had killed over half of her crew, including the surgeon and surgeon's mate. As the new Captain, Ramage decides to abandon the sinking ship. He leaves the injured on the deck to be taken prisoner by the French and hopefully treated by their surgeon. Before"
14070,Ramage and the Drumbeat,Dudley Pope,1967-01-01,Historical novel,"Ramage and the Drumbeat Dudley Pope Historical novel  The book follows Lt. Nicholas Lord Ramage and his experiences commanding the cutter HMS Kathleen. Dispatched by Commodore Horatio Nelson to carry messages to Gibraltar while transporting the Italians refugees rescued in Ramage. During the voyage, the Marchesa and Ramage exchange rings through a faked shooting competition. Soon the Kathleen encounters the crippled Spanish frigate, La Sabina. Deciding that it would be imprudent to leave the hulk drifting at sea, he forces the ship to surrender"
5646,Dragonology: The Complete Book of Dragons,Dugald Steer,2003-10-01,Science fiction,"Dragonology: The Complete Book of Dragons Dugald Steer Science fiction  The book is written by nineteenth century author, dragonologist Dr. Ernest Drake purporting to have written the material in ink (needs clarification on what it was actually written in) . The subject matters are dragons; where to find them, information about different species, how to work with them and several tactile ""samples"" of dragon material, including their wings, scales and skin. Also included in the book is a sealed envelope enclosing dragon-calling spells, dragon riddles, a ""letter"""
9422,Confessions of a Teenage Drama Queen,Dyan Sheldon,1999-01-01,Children's literature,"Confessions of a Teenage Drama Queen Dyan Sheldon Children's literature  Confessions of a Teenage Drama Queen follows the character of Mary Elizabeth ""Lola"" Cep as she moves to New Jersey with her family and attempts to become the Queen Bee at Dellwood High. In order to become so she must contend with Carla Santini, who has no intention of vacating her place in school society. Both end up vying for the lead in the school play, with the feud only getting worse after the breakup of Lola's favorite band. When Carla gets VIP passes to the band's last concert and the"
14688,That Old Ace in the Hole,E. Annie Proulx,2002-01-01,Novel,"That Old Ace in the Hole E. Annie Proulx Novel  Bob Dollar is sent by his employer, the multinational ""Global Pork Rind Corporation"", to scout for locations for intensive hog farming in the Texas Panhandle. Dollar goes about the work of meeting local down-on-their-luck farmers to manipulate them into selling out. He bases his search in the fictional town of Woolybucket, named after the real tree species, Sideroxylon lanuginosum. There he gets a job at Woolybucket's Old Dog restaurant, and moves into an old bunkhouse in local historian LaVon"
1290,The Shipping News,E. Annie Proulx,1993-01-01,Novel,"The Shipping News E. Annie Proulx Novel  The story centers on Quoyle, a newspaper pressroom worker from upstate New York whose father emigrated from Newfoundland. Shortly after his parents' suicide, Quoyle's unfaithful and abusive wife Petal leaves town and attempts to sell their two daughters to sex traffickers. Soon thereafter, Petal and her lover are killed in a car accident; the young girls are located by police and returned to Quoyle. Despite his daughters' safe return, Quoyle's life is collapsing, and his paternal aunt, Agnis"
76,Stuart Little,E. B. White,1945-01-01,Science fiction,"Stuart Little E. B. White Science fiction  The story is episodic. First we learn of Stuart's birth to a family in New York City and how the family adapts, socially and structurally, to having such a small son. He has an adventure in which he gets caught in a window-blind while exercising, and Snowbell, the family cat, places Stuart's hat and cane outside a mouse hole, panicking the family. He is accidentally released by his brother George. Then two chapters describe Stuart's participation in a boat race in Central Park. A bird named"
3033,The Trumpet of the Swan,E. B. White,1970-01-01,Science fiction,"The Trumpet of the Swan E. B. White Science fiction  In Canada in the spring of 1968, the cob, the name for an adult male swan, and the pen, the name for an adult female swan, both members of the swan species Trumpeter Swan build their summer nest on a small island in a pond. Sam Beaver, an 11-year-old boy on a camping trip, observes them, and saves the female from being attacked by a fox. The swans begin to trust him, and Sam gets to see their five eggs hatch. All of the cygnets chirp at Sam in greeting, except for the youngest, who can make no"
791,Charlotte's Web,E. B. White,1952-01-01,Science fiction,"Charlotte's Web E. B. White Science fiction  The book begins when John Arable's sow gives birth to a litter of piglets, and Mr. Arable discovers one of them is a runt and decides to kill it. However, his eight-year-old daughter Fern begs him to let it live. Therefore her father gives it to Fern as a pet, and she names the piglet Wilbur. Wilbur is hyperactive and always exploring new things. He lives with Fern for a few weeks and then is sold to her uncle, Homer Zuckerman. Although Fern visits him at the Zuckermans' farm as often as she"
12265,Fields of Sleep,E. C. Vivian,1923-01-01,Fantasy,"Fields of Sleep E. C. Vivian Fantasy  The novel concerns English adventurer Victor Marshall who is hired to find a fellow Englishman who is lost in Asiatic Sapelung. Marshall discovers a hidden valley and is imprisoned by its inhabitants who are descended from ancient Chaldean colonists. The inhabitants are dependent on a narcotic flower whose fragrance produces ecstasy. Marshall finds his countryman living among the inhabitants. After a flood, the flowers are destroyed and without it, the inhabitants including Marshall's"
11820,Skylark of Valeron,E. E. Smith,1949-01-01,Science Fiction,"Skylark of Valeron E. E. Smith Science Fiction  The novel concerns Richard Seaton and Martin Crane, who reach new heights in superscience while fighting Blackie DuQuesne."
11843,Subspace Explorers,E. E. Smith,1965-01-01,Science Fiction,"Subspace Explorers E. E. Smith Science Fiction  It is essentially in three overlapping parts: * A space catastrophe and its results * The discovery and scientific study of psionics * A war between the corrupt and shortsighted (including Labour, politicians, Soviet-style communists and greedy capitalists) and those who can see a bit further (mostly tradesmen, professionals, and businessmen)."
11272,Imperial Stars,E. E. Smith,1976-01-01,Science Fiction,"Imperial Stars E. E. Smith Science Fiction  The year is 2447 and the Empire of Earth comprises more than a thousand inhabited systems. A threat to the Empire has developed and the Imperial secret service ""SOTE"" has been unable to foil it. In desperation they turn to the Family D'Alembert for assistance. The Family D'Alembert are natives of the high gravity planet DesPlaines, giving them unusual strength and speed. Travelling the galaxy under the cover of their famous circus, they are the Emperor's super secret force."
11860,Man of Many Minds,E. Everett Evans,1953-01-01,Science Fiction,"Man of Many Minds E. Everett Evans Science Fiction  The novel concerns the adventures of George Hanlan, a secret service agent who has the ability to read minds."
11868,Alien Minds,E. Everett Evans,1955-01-01,Science Fiction,"Alien Minds E. Everett Evans Science Fiction  The novel concerns the adventures of George Hanlan, a secret service agent who has the ability to read minds, on the planet Estrella."
3884,The March,E. L. Doctorow,2005-01-01,Historical fiction,"The March E. L. Doctorow Historical fiction  Published in 2005 by E.L. Doctorow, The March is a historical fiction novel set in late 1864 and early 1865 near the conclusion of the American Civil War. Central to the novel is the character of General William Tecumseh Sherman as he marches his 60,000 troops through the heart of the South, carving a 60 mile wide scar of destruction in their wake. As a result of Sherman’s order to live off the land, his soldiers wreak chaos as they pillage homes, steal cattle, burn crops, and accumulate a"
1505,Billy Bathgate,E. L. Doctorow,1989-01-01,Fiction,"Billy Bathgate E. L. Doctorow Fiction  The title character is a poor and fatherless teenager growing up in The Bronx. Billy and his friends are in awe of the flashy mobsters in the neighborhood. Dutch Schultz and Otto Berman, based on the real-life mobsters, hire Billy as a gofer and become mentors to him. The gangsters take Billy up to their upstate hideaway, where they are awaiting a trial. Schultz becomes a community leader and converts to Catholicism. Billy works his way up but begins to question his actions when he falls in"
5002,The View from Saturday,E. L. Konigsburg,1996-01-01,Children's literature,"The View from Saturday E. L. Konigsburg Children's literature  Mrs. Olinski returns to the classroom at Epiphany Middle School several years after an accident that left her paraplegic. Four of her sixth-grade students form a group they call ""The Souls"" and she chooses them to represent her class in Academic Bowl competition. They defeat the other sixth-grade teams, then the seventh- and eighth-grade champions at Epiphany, and so on until they become New York state middle school champions. Between chapters that feature the progress of the competition, each"
8333,Silent to the Bone,E. L. Konigsburg,2000-01-01,Mystery,"Silent to the Bone E. L. Konigsburg Mystery  Silent to the Bone is a first-person narrative by Connor Kane, a 13-year-old boy. Connor's best friend Branwell Zamborska was struck dumb and taken to the Juvenile Behavioral Center on the day his baby sister Nicole slipped into a coma and was taken to Clarion County Hospital. Nikki suffered a head injury, he dialed 9-1-1 but did not speak, the au pair completed the phone call, and Branwell was blamed for dropping the baby. Connor knows there is some explanation for Branwell's silence and that"
3832,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1967-01-01,Children's literature,"From the Mixed-Up Files of Mrs. Basil E. Frankweiler E. L. Konigsburg Children's literature  The prologue is a letter from Mrs. Basil E. Frankweiler, ""To my lawyer, Saxonberg"", accompanied by a drawing of her writing at her office desk. It is the cover letter for the 158&#8209;page narrative, which provides background for changes to her last will and testament. Eleven-year-old Claudia Kincaid decides to run away from home comfortably, because she thinks her parents do not appreciate her and she doesn't like discomfort. She chooses the Metropolitan Museum of Art (the Met) in New York"
15721,The Second Mrs. Giaconda,E. L. Konigsburg,1975-01-01,Children's literature,"The Second Mrs. Giaconda E. L. Konigsburg Children's literature  A prologue opens by asking, ""Why did Leonardo da Vinci choose to paint the portrait of the second wife of an unimportant Florentine merchant when dukes and duchesses ... were begging for a portrait by his hand?""Mrs. Giaconda, p. 3. It introduces Salai by five quotations from Leonardo's notebooks and his will. Early narrative chapters establish those two characters and their relationship. The son of a poor shoemaker, Salai is a cutpurse caught in the act by the master, whose grasp and visage he"
6925,The Outcasts of 19 Schuyler Place,E. L. Konigsburg,2004-01-01,Young adult literature,"The Outcasts of 19 Schuyler Place E. L. Konigsburg Young adult literature  Twelve-year-old Margaret Rose Kane is sent to summer camp in the Adirondack Mountains while her parents visit Peru, the first time she has neither vacationed with them nor lived downtown with her great-uncles Alex and Morris Rose. She is a new girl at Camp Talequa, placed in a cabin with six ""Meadowlarks"" who return every summer, and she is the victim of their hazing or ""pranks"". As a result, she does not follow the directions of the camp proprietress, Mrs. Kaplan. After the first of four"
10726,"Jennifer, Hecate, Macbeth, William McKinley, and Me, Elizabeth",E. L. Konigsburg,1967-01-01,Science fiction,"Jennifer, Hecate, Macbeth, William McKinley, and Me, Elizabeth E. L. Konigsburg Science fiction  Jennifer is narrated by the protagonist, Elizabeth in the title. She has moved into a big apartment building in a town where almost everyone lives in a house.Third Aladdin edition, p. 4. She doesn't yet have any friends when she meets Jennifer on her way back to school after lunch on Halloween day. Although dressed as a Pilgrim, Jennifer claims to be a real witch. After one Saturday meeting, Jennifer takes Elizabeth as an apprentice and sets weekly meetings with assignments. ""For the first"
3002,The Longest Journey,E. M. Forster,1907-01-01,Autobiographical novel,"The Longest Journey E. M. Forster Autobiographical novel  Rickie Elliot is a student at early 20th century Cambridge, a university that seems like paradise to him, amongst bright if cynical companions, when he receives a visit from two friends, an engaged young woman, Agnes Pembroke, and her older brother, Herbert. The Pembrokes are Rickie’s only friends from home. An orphan who grew up living with cousins, he was sent to a public (boarding) school where he was shunned and bullied because of his lame foot, an inherited weakness, and frail body."
384,A Room with a View,E. M. Forster,1908-01-01,Travel,"A Room with a View E. M. Forster Travel  The first part of the novel is set in Florence, Italy, and describes a young English woman's confusion at the Pensione Bertolini over her feelings for an Englishman staying at the same hotel. Lucy Honeychurch is touring Italy with her overbearing older cousin and chaperone, Charlotte Bartlett, and the novel opens with their complaints about the hotel, ""The Pension Bertolini."" Their primary concern is that although rooms with a view of the River Arno have been promised for each of them, their"
415,Where Angels Fear to Tread,E. M. Forster,1905-01-01,Fiction,"Where Angels Fear to Tread E. M. Forster Fiction  On a journey to Tuscany with her young friend and traveling companion Caroline Abbott, widowed Lilia Herriton falls in love with both Italy and Gino, a handsome Italian much younger than herself, and decides to stay. Furious, her dead husband's family send Lilia's brother-in-law Philip to Italy to prevent a misalliance, but he arrives too late. Lilia had already married the Italian and becomes pregnant again. While giving birth to her son, she dies. The Herritons send Philip again to Italy,"
4560,Howards End,E. M. Forster,1910-01-01,Fiction,"Howards End E. M. Forster Fiction  The book is about three families in England at the beginning of the 20th century: the Wilcoxes, rich capitalists with a fortune made in the Colonies; the half-German Schlegel siblings (Margaret, Tibby, and Helen), who have much in common with the real-life Bloomsbury Group; and the Basts, a struggling couple in the lower-middle class. The Schlegel sisters try to help the poor Basts and try to make the Wilcoxes less prejudiced. The Schlegels frequently encounter the Wilcoxes. The youngest,"
383,A Passage to India,E. M. Forster,1924-01-01,Fiction,"A Passage to India E. M. Forster Fiction  A young British schoolmistress, Adela Quested, and her elderly friend, Mrs. Moore, visit the fictional city of Chandrapore, British India. Adela is to marry Mrs. Moore's son, Ronny Heaslop, the city magistrate. Meanwhile, Dr. Aziz, a young Indian Muslim physician, is dining with two of his Indian friends and conversing about whether it is possible to be friends with an Englishman. During the meal, a summons arrives from Major Callendar, Aziz's unpleasant superior at the hospital. Aziz hastens"
1154,Five Children and It,E. Nesbit,1902-01-01,Children's literature,"Five Children and It E. Nesbit Children's literature  Like Nesbit's Railway Children, the story begins when a group of children move from London to the countryside of Kent. While playing in a gravel pit, the five children—Robert, Anthea, Cyril, Jane, and their baby brother, the Lamb—uncover a rather grumpy, ugly and occasionally malevolent sand-fairy known as the Psammead, who has the ability to grant wishes. However, the Psammead has been buried for so long, he is no longer able to grant individual wishes. Instead, he persuades the children to"
7478,The Magic City,E. Nesbit,1910-01-01,Children's literature,"The Magic City E. Nesbit Children's literature  After Philip's older sister and sole family member Helen marries, he goes off to live with his new step sister Lucy. He has trouble adjusting at first, thrown into a world different from his previous life and abandoned by his sister while she is on her honeymoon. To entertain himself he builds a giant model city from things around the house: game pieces, books, blocks, bowls, etc. Then through some magic he finds himself inside the city, and it is alive with the people he has populated it"
2157,The Phoenix and the Carpet,E. Nesbit,1904-01-01,Children's literature,"The Phoenix and the Carpet E. Nesbit Children's literature  This middle volume of the trilogy that began with Five Children and It and concludes with The Story of the Amulet deviates somewhat from the other two because the Psammead gets only a brief mention, and because in this volume the children live with both of their parents and their younger brother—the Lamb—in their home in London. Consequently, there is less loneliness and sense of loss in this volume than in the other two. In both of the other volumes, circumstances have forced the children to"
15500,The House of Arden,E. Nesbit,1908-01-01,Children's literature,"The House of Arden E. Nesbit Children's literature  Two impoverished children, Edred and Elfrida Arden, inherit the decrepit Arden Castle and search for the lost family fortune that will allow them to rebuild it. With the assistance of the magical Mouldiwarp, they travel back in time to earlier periods of English history, searching for clues."
3183,The Story of the Amulet,E. Nesbit,1906-01-01,Children's literature,"The Story of the Amulet E. Nesbit Children's literature  At the beginning of this book the children's father, a journalist, has gone overseas to cover the war in Manchuria. Their mother has gone to Madeira to recuperate from an illness, taking with her their younger brother, the Lamb. The children are living with an old Nurse who has set up a boardinghouse in central London. Her only remaining boarder is a scholarly Egyptologist who has filled his bedsit with ancient artifacts. During the course of the book, the children get to know the ""poor"
4358,The Enchanted Castle,E. Nesbit,1907-01-01,Children's literature,"The Enchanted Castle E. Nesbit Children's literature  The enchanted castle of the title is a country estate in the West Country seen through the eyes of three children, Gerald, James and Kathleen, who discover it while exploring during the school holidays. The lake, groves and marble statues, with white towers and turrets in the distance, make a fairy-tale setting, and then in the middle of the maze in the rose garden they find a sleeping fairy-tale princess. The ""princess"" tells them that the castle is full of magic, and they almost believe her."
395,The Railway Children,E. Nesbit,1906-01-01,Children's literature,"The Railway Children E. Nesbit Children's literature  The story concerns a family who move to ""Three Chimneys"", a house near the railway, after the father, who works at the Foreign office, is imprisoned as a result of being falsely accused of selling state secrets to the Russians. The three children, Roberta (Bobbie), Peter and Phyllis (Phil), find amusement in watching the trains on the nearby railway line and waving to the passengers. They become friendly with Albert Perks, the station porter, and with the Old Gentleman who regularly takes the"
9578,"To Sir, with Love",E. R. Braithwaite,1959-01-01,Autobiographical novel,"To Sir, with Love E. R. Braithwaite Autobiographical novel  Ricky Braithwaite is a British Guiana-born engineer who has worked in an oil refinery in Aruba. Coming to Britain on the verge of World War Two, he joins the RAF as aircrew. Demobbed in 1945, he is unable to find work, despite his qualifications and experience, meeting overt anti-black attitudes. But after discussing his situation with a stranger whose name he never learns, he applies for a teaching position and is assigned to Greenslade School, a secondary school in London's East End. Most of"
5757,America,E.R. Frank,2002-01-01,Young adult literature,"America E.R. Frank Young adult literature  Born to a crack addict, America was given to a rich white family. They decided they didn't want him any more after his skin started to darken at five years old. The family's nanny, Sylvia Harper, adopted America. She had a ""man-friend"" named Clark Poignant, and a half-brother named Browning. Clark Poignant befriended America. After a year, America gets sent back to his biological mother by the state. Browning tells America to be as bad as he possibly can, so he will get sent back. America's"
12047,Lords of Creation,Eando Binder,1949-01-01,Science Fiction,"Lords of Creation Eando Binder Science Fiction  Homer Ellory awakes in the year 5000 AD after sleeping for 3,000 years and discovers the earth in a state of barbarism. He befriends the people of North America who have been conquered by the Antarkans. Ellory leads a revolt and is captured by the Antarkans. Imprisoned in the Antarkan city of Lillamra and under sentence of death, the Lady Ermaine falls in love with him and enables his escape. He returns to North America where he leads a second revolt. After the surrender of Antarka, he is"
1589,Charlie Chan Carries On,Earl Derr Biggers,1930-01-01,Mystery,"Charlie Chan Carries On Earl Derr Biggers Mystery  Inspector Duff, a Scotland Yard detective and friend of Chan's, first introduced in Behind That Curtain, is pursuing a murderer on an around-the-world voyage; so far, there have been murders in London, France, Italy and Japan. While his ship is docked in Honolulu, the detective is shot and wounded by his quarry; though he survives, he is unable to continue with the cruise, and Chan takes his place instead. Eventually, after more murders, Chan finds the killer before the next port of call."
1588,The Black Camel,Earl Derr Biggers,1929-01-01,Mystery,"The Black Camel Earl Derr Biggers Mystery  It tells the story of a Hollywood star (Shelah Fane), who is stopping in Hawaii after she finished shooting a film on location in Tahiti. She is murdered in the pavilion of her renter house in Waikiki during her stay. The story behind her murder is linked with the three-year-old murder of another Hollywood actor and also connected with an enigmatic psychic named Tarneverro. Chan, in his position as a detective with the Honolulu Police Department, ""investigates amid public clamor demanding that"
6393,The Dragon Can't Dance,Earl Lovelace,1979-01-01,Fiction,"The Dragon Can't Dance Earl Lovelace Fiction  Prologue The main stage for the development of the plot, Calvary Hill, is introduced through a series of descriptive elements that portray it as being something close to a slum, favela, or barrio. The mood of the hill is described through the lifestyle of Aldrick Prospect, the novel’s main character: “[he] would get up at midday from sleep, yawn, stretch, then start to think of where he might get something to eat, his brain working in the same smooth unhurried nonchalance with which he moved"
11857,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,2005-01-01,Non-fiction,"A New Earth: Awakening to Your Life's Purpose Eckhart Tolle Non-fiction  Tolle begins with an allegorical evocation: ""Earth, 114 million years ago, one morning just after sunrise: The first flower ever to appear on the planet opens up to receive the rays of the sun ... this momentous event heralds an evolutionary transformation in the life of plants"". This is used by Tolle as an analogy for a transformation in human consciousness that he sees is about to occur and has already begun. Tolle believes that the earliest such ""flowers"" or spiritual messengers were in the"
4244,The Corner: A Year in the Life of an Inner-City Neighborhood,Ed Burns,1997-09-02,True crime,"The Corner: A Year in the Life of an Inner-City Neighborhood Ed Burns True crime  The book covers a year in the life of an inner city drug market at Fayette & Monroe Streets in Baltimore. Simon and Burns spent over a year interviewing and following around the people who lived on the Fayette & Monroe corner. Although written like a novel, the book is nonfiction; it uses the real names of those people and recounts actual events. It centers mostly around the lives of Gary McCullough, a drug addict, his ex-wife Fran Boyd, also an addict, and their son DeAndre McCullough, a high"
13958,Spellfire,Ed Greenwood,1989-05-25,Science fiction,"Spellfire Ed Greenwood Science fiction  The book follows the journey of an orphaned girl named Shandril who later leaves her home and embarks on a journey, thus discovering love, and of course Spellfire."
9824,The Islamist,Ed Husain,2007-01-01,Non-fiction,"The Islamist Ed Husain Non-fiction  Husain fondly describes his early years at William Burrough primary school in the 1980s, where he plays with 'Jane, Lisa, Andrew, Mark, Alia, Zak' and learns about Islam from his family and his family's Bengali spiritual guide Shaikh Abd al-Latif (Fultholy Saheb) (p.&nbsp;9) he called 'Grandpa'. In the early 1990s Husain goes to Stepney Green, a boys school that was virtually all-Muslim and dominated by immigrants and gangs, and dubbed the ""worst school in Britain"" by the tabloid press"
9538,The Spell,Ed Kelleher,1998-01-01,Science fiction,"The Spell Ed Kelleher Science fiction  Robin is doing research in the United States. He goes into a bar where he meets Sylvan, and calls Jane; she tells him she is pregnant with his baby. The novel flashes forward to 1995 where the main protagonist, Alex, is visiting an ex-boyfriend Justin and his partner. He drives to their house in the country. Robin's son, Danny, is also there. After a flashback to Simon's (Robin's lover prior to Justin) AIDS related death, the plot goes back to Justin and Robin's cottage where the men are"
11104,Fantastic Locations: Dragondown Grotto,Ed Stark,2007-01-01,Role-playing game,"Fantastic Locations: Dragondown Grotto Ed Stark Role-playing game  In the first chapter, Spawnscale Nursery, the characters are told of (or discover) an underground complex used to rear abandoned dragon eggs. The self-styled dragonlord Meepo, a kobold fighter has taken charge of the hatchlings, raising them as siblings and has reputedly been selling them as mounts or guardians to various patrons. His dealings have been disrupted by the invasion of a group of hobgoblins and their mercenary blackscale lizardfolk allies who have retaken the complex in order to"
406,The Purloined Letter,Edgar Allan Poe,1844-12-01,Detective fiction,"The Purloined Letter Edgar Allan Poe Detective fiction  The unnamed narrator is discussing with the famous Parisian amateur detective C. Auguste Dupin some of his most celebrated cases when they are joined by the Prefect of the Police, a man known as G—. The Prefect has a case he would like to discuss with Dupin. A letter has been stolen from the boudoir of an unnamed female by the unscrupulous Minister D—. It is said to contain compromising information. D— was in the room, saw the letter, and switched it for a letter of no importance. He has been"
2557,The Facts in the Case of M. Valdemar,Edgar Allan Poe,1845-12-01,Suspense,"The Facts in the Case of M. Valdemar Edgar Allan Poe Suspense  The narrator presents the facts of the extraordinary case of Valdemar which have incited public discussion. He is interested in Mesmerism, a pseudoscience involving bringing a patient into a hypnagogic state by the influence of magnetism, a process which later developed into hypnotism. He points out that, as far as he knows, no one has ever been mesmerized at the point of death, and he is curious to see what effects mesmerism would have on a dying person. He considers experimenting on his"
